243,36,29600
244,56,51859
245,54,56860
246,52,26395
247,42,56287
248,51,33653
249,49,27889
250,47,52865
251,41,24665
252,39,54495
253,33,37769
254,48,39789
255,59,44264
256,46,20829
257,23,25274
258,56,31281
259,20,25069
260,57,28182
261,49,26050
262,42,47899
263,26,20693
264,28,28236
265,54,54539
266,52,51311
267,45,28312
268,24,26842
269,47,21226
270,53,44783
271,40,38582
272,59,55478
273,31,41565
274,48,43349
275,54,23802
276,25,30638
277,20,30347
278,56,23701
279,21,54969
280,38,39148
281,43,32325
282,25,29982
283,30,31441
284,41,28532
285,38,35593
286,53,57559
287,58,54380
288,43,33187
289,25,48379
290,36,51811
291,54,27452
292,37,37167
293,33,26603
294,34,43039
295,55,35518
296,45,47595
297,51,34708
298,52,34273
299,46,23737
300,49,39809
301,27,48600
302,50,46328
303,21,39230
304,49,41527
305,25,46278
306,39,41712
307,40,48423
308,57,31469
309,53,59030
310,44,22925
311,37,26329
312,28,48091
313,28,28970
314,24,54028
315,51,53572
316,42,55637
317,23,45645
318,26,42599
319,30,48543
320,34,21384
321,51,50228
322,44,57359
323,33,32494
324,56,44092
325,59,35137
326,42,28017
327,50,26878
328,48,48593
329,24,26108
330,32,46324
331,33,45413
332,40,47172
333,33,45082
334,32,54647
335,32,42372
336,25,26793
337,50,29176
338,25,49109
339,28,28422
340,22,44144
341,25,59423
342,48,53218
343,50,38880
344,28,40033
345,51,27391
346,34,27308
347,26,37265
348,24,33698
349,51,36533
350,39,42044
351,47,53985
352,43,59821
353,35,29575
354,25,42133
355,53,33891
356,57,30620
357,33,55460
358,34,21873
359,49,48436
360,20,55711
361,27,36582
362,57,47753
363,36,34171
364,45,28738
365,58,45905
366,21,45643
367,32,50153
368,28,44330
369,58,57363
370,47,45219
371,40,52216
372,50,54230
373,40,21956
374,44,32244
375,28,32558
376,46,29279
377,42,54501
378,25,56030
379,34,48920
380,20,56762
381,26,36130
382,29,33208
383,54,53905
384,23,40050
385,59,53074
386,25,48724
387,58,43386
388,23,24368
389,34,50035
390,26,48511
391,54,30145
392,35,40565
393,37,59120
394,22,33855
395,49,49884
396,33,36764
397,47,58269
398,26,56853
399,37,24525
400,32,53786
401,42,25270
402,26,42683
403,38,24093
404,36,57536
405,34,58149
406,57,47461
407,43,37218
408,34,47413
409,24,29755
410,43,41217
411,51,30523
412,39,30909
413,53,41972
414,58,38840
415,57,47312
416,36,58231
417,50,40885
418,46,33133
419,24,51284
420,36,36184
421,38,48079
422,59,42426
423,31,21317
424,52,23474
425,47,58811
426,46,35959
427,22,29672
428,42,54642
429,31,21725
430,32,32821
431,47,44239
432,39,40603
433,56,32002
434,25,23996
435,45,34580
436,36,54669
437,56,42340
438,21,42771
439,39,21917
440,40,36610
441,22,20195
442,50,57014
443,37,47960
444,39,30093
445,50,27979
446,32,26143
447,58,45181
448,28,33499
449,40,55890
450,39,37183
451,24,28689
452,24,39155
453,37,22680
454,43,32643
455,54,24479
456,32,34999
457,48,45286
458,43,51473
459,45,49726
460,34,35427
461,42,28529
462,37,28554
463,30,49232
464,31,48139
465,54,22423
466,36,58376
467,37,45502
468,35,50974
469,49,58911
470,34,45150
471,33,40638
472,24,35751
473,26,53818
474,21,54365
475,25,20943
476,54,24776
477,50,25734
478,37,25611
479,39,46586
480,22,51838
481,45,23815
482,20,42667
483,48,37136
484,57,33122
485,47,46253
486,52,48505
487,26,20144
488,37,42980
489,40,23250
490,20,34029
491,37,28991
492,48,47760
493,24,54907
494,27,51189
495,26,41327
496,34,51402
497,26,33620
498,51,35068
499,54,45947
500,39,54675
501,45,36662
502,23,47720
503,55,45287
504,50,41091
505,53,29283
506,44,24789
507,21,47617
508,51,59598
509,46,25733
510,35,22812
511,58,23972
512,25,28034
513,41,55220
514,29,52752
515,26,23602
516,56,38341
517,21,25839
518,45,38141
519,43,40727
520,20,44952
521,23,54047
522,25,59818
523,22,45515
524,44,30808
525,33,35929
526,57,59861
527,28,57613
528,47,25465
529,30,54170
530,38,34747
531,57,49962
532,25,36875
533,51,21514
534,52,32783
535,51,27701
536,31,43255
537,32,27324
538,47,23999
539,51,36430
540,30,36545
541,45,44138
542,57,22708
543,50,41118
544,55,31365
545,21,49210
546,26,33488
547,29,31830
548,38,32635
549,53,47549
550,46,25135
551,58,20789
552,46,31604
553,21,24364
554,51,34152
555,24,29249
556,38,23772
557,45,47787
558,23,29195
559,34,22154
560,30,30200
561,41,52424
562,53,40995
563,44,23404
564,26,49639
565,46,47291
566,25,51187
567,52,32715
568,45,58787
569,50,56869
570,39,52090
571,57,52438
572,47,34430
573,47,38546
574,47,50417
575,23,52934
576,40,49383
577,55,44537
578,43,53385
579,49,44702
580,42,46884
581,25,46520
582,31,52462
583,53,30890
584,49,39127
585,42,45978
586,56,35976
587,43,45633
588,38,40892
589,29,55315
590,37,32759
591,38,42949
592,47,45926
593,43,46655
594,49,53525
595,32,48992
596,33,58759
597,43,48360
598,38,38133
599,42,27399
600,54,28966
601,34,50175
602,50,55335
603,49,25592
604,30,30248
605,43,51168
606,37,30195
607,57,52540
608,26,59081
609,49,56080
610,33,21211
611,30,57383
612,27,51298
613,31,49536
614,40,44635
615,38,47893
616,55,25443
617,31,42633
618,25,35306
619,48,53869
620,20,20887
621,47,36079
622,27,52024
623,54,30879
624,59,32676
625,20,38815
626,48,54192
627,54,24039
628,30,43658
629,51,46834
630,27,27061
631,37,48649
632,49,44129
633,50,23338
634,34,20902
635,50,42517
636,52,47773
637,52,44530
638,44,40731
639,41,38306
640,30,45195
641,50,22240
642,50,40231
643,44,43284
644,43,29075
645,49,37620
646,50,49814
647,27,39703
648,31,20725
649,42,51608
650,47,37806
651,21,23267
652,49,47438
653,53,37023
654,58,59887
655,52,51320
656,32,34962
657,53,26503
658,36,25685
659,29,29089
660,24,37393
661,22,25145
662,56,23634
663,21,36147
664,38,57012
665,49,46086
666,53,40470
667,44,25676
668,23,42494
669,23,26473
670,26,34057
671,45,33686
672,21,45901
673,49,30537
674,24,54989
675,52,30915
676,41,37207
677,30,32373
678,35,25534
679,46,33744
680,49,58160
681,45,47016
682,25,34867
683,36,51459
684,35,47744
685,38,33092
686,48,25916
687,47,52079
688,40,22863
689,28,42200
690,52,59363
691,53,58413
692,26,26619
693,45,40604
694,54,48749
695,50,23522
696,53,41598
697,32,20466
698,53,23128
699,48,43326
700,41,42986
701,37,53220
702,57,43612
703,23,21496
704,37,47534
705,48,46826
706,50,38316
707,52,58836
708,45,58320
709,46,53091
710,21,51828
711,22,27167
712,53,37234
713,46,26712
714,39,35546
715,36,33519
716,52,23887
717,49,56638
718,31,21694
719,40,51429
720,34,33084
721,50,56114
722,47,35771
723,22,57772
724,33,20585
725,23,57916
726,44,59750
727,53,22201
728,22,48287
729,29,39630
730,41,31756
731,52,54154
732,25,57666
733,47,52420
734,39,48629
735,22,29225
736,56,30222
737,30,50020
738,48,27237
739,38,56232
740,56,57884
741,50,57629
742,55,29591
743,27,22565
744,44,50779
745,47,42953
746,41,52930
747,44,27397
748,27,53208
749,32,45036
750,22,55190
751,37,40569
752,45,24697
753,48,29940
754,48,23357
755,32,51198
756,54,42107
757,59,34617
758,25,37148
759,28,45334
760,34,20921
761,49,24828
762,57,28561
763,25,42706
764,38,59750
765,51,29929
766,22,29428
767,41,59721
768,21,59023
769,36,44886
770,50,40856
771,25,52383
772,40,43291
773,56,48644
774,24,39176
775,21,25537
776,44,55628
777,31,23835
778,55,45196
779,22,39461
780,32,28798
781,51,28399
782,37,37923
783,31,22540
784,27,23781
785,29,56127
786,36,24457
787,59,22466
788,58,47440
789,59,51890
790,55,51184
791,57,24410
792,39,37418
793,21,51418
794,29,22472
795,32,47603
796,34,46773
797,51,45618
798,37,24568
799,42,49143
800,20,20431
801,40,58594
802,40,47140
803,52,31769
804,47,55598
805,26,25335
806,58,42471
807,52,33044
808,47,46885
809,30,58477
810,33,54744
811,34,48112
812,43,23455
813,56,53479
814,20,30215
815,39,38398
816,27,26400
817,33,22514
818,44,32190
819,48,56408
820,27,44489
821,54,21704
822,45,32257
823,59,22180
824,39,28627
825,56,25800
826,30,58256
827,56,53392
828,21,21968
829,22,52800
830,28,40674
831,32,26772
832,45,51694
833,35,33573
834,27,33578
835,57,56309
836,51,50421
837,54,35159
838,36,55891
839,57,52798
840,27,59462
841,45,43936
842,39,36485
843,22,36550
844,20,55644
845,56,29555
846,27,30175
847,59,49710
848,30,23308
849,28,46126
850,40,34620
851,29,23970
852,43,52742
853,37,46746
854,44,59313
855,34,25685
856,49,33491
857,50,58792
858,34,22090
859,40,33287
860,21,35478
861,20,23155
862,51,44114
863,20,58432
864,57,37389
865,46,56706
866,57,35785
867,40,36756
868,22,49743
869,46,23748
870,47,38061
871,26,58974
872,26,55118
873,50,21267
874,34,55156
875,43,38214
876,35,42580
877,20,45108
878,58,51726
879,37,51965
880,58,37447
881,30,50579
882,49,20773
883,44,36286
884,33,21414
885,30,43977
886,34,46557
887,46,39245
888,52,56075
889,50,40727
890,27,59798
891,42,51897
892,27,42152
893,29,51626
894,27,56295
895,36,31770
896,38,24076
897,32,44951
898,44,55394
899,47,54997
900,23,22749
901,25,35741
902,25,22741
903,33,40597
904,51,33117
905,55,58856
906,48,48132
907,50,38673
908,57,57064
909,50,35529
910,57,26226
911,52,48075
912,40,50481
913,39,50752
914,54,35670
915,28,38861
916,37,22154
917,42,35445
918,40,50152
919,39,55531
920,42,22554
921,51,43832
922,47,36947
923,21,57093
924,56,33766
925,41,23174
926,50,47170
927,26,50563
928,45,40587
929,33,47300
930,34,45077
931,39,40921
932,30,59455
933,55,57347
934,44,53738
935,44,26371
936,38,29909
937,42,32060
938,27,59158
939,57,42887
940,36,29687
941,28,23379
942,57,44203
943,56,41719
944,41,40236
945,48,32022
946,38,51826
947,53,32878
948,31,25361
949,42,55421
950,47,20272
951,21,28624
952,26,20065
953,26,35625
954,32,51618
955,26,51852
956,34,23919
957,40,48550
958,34,48706
959,28,30875
960,39,58153
961,57,43051
962,29,26369
963,41,54655
964,27,33364
965,40,31830
966,38,45197
967,29,42183
968,27,26196
969,45,48370
970,58,22986
971,42,27975
972,22,49250
973,33,47922
974,25,46106
975,57,32674
976,20,38229
977,23,56757
978,59,38807
979,39,43906
980,47,34716
981,45,41282
982,30,53269
983,33,52443
984,29,39168
985,24,48523
986,37,43619
987,39,49709
988,35,27620
989,59,40171
990,33,26568
991,36,51777
992,51,54278
993,40,36521
994,28,34759
995,43,28905
996,55,36925
997,44,22005
998,41,40093
999,59,23170
1000,59,52090
1001,31,27112
1002,45,39040
1003,36,35954
1004,38,21385
1005,33,56390
1006,48,45727
1007,24,31979
1008,41,54351
1009,22,45372
1010,28,56550
1011,50,59624
1012,45,34379
1013,42,42467
1014,28,27448
1015,41,24557
1016,41,59927
1017,22,49533
1018,22,49077
1019,21,24778
1020,26,38949
1021,24,42421
1022,25,59060
1023,49,49686
1024,49,38340
1025,22,55393
1026,23,44743
1027,55,43957
1028,40,33306
1029,51,43905
1030,20,48699
1031,46,43987
1032,52,25065
1033,56,40894
1034,44,25175
1035,31,53736
1036,36,23500
1037,44,47918
1038,56,28314
1039,35,39092
1040,31,54328
1041,36,57356
1042,49,30398
1043,38,45761
1044,50,32637
1045,51,34946
1046,35,51513
1047,23,31974
1048,40,59845
1049,42,51808
1050,27,24185
1051,53,27264
1052,23,50577
1053,25,58403
1054,49,59685
1055,59,56313
1056,25,49985
1057,43,30769
1058,23,20384
1059,44,29955
1060,23,55434
1061,22,25689
1062,47,48903
1063,55,41755
1064,48,33278
1065,56,37142
1066,55,56815
1067,51,22280
1068,56,57930
1069,27,55818
1070,56,39466
1071,52,35226
1072,57,59057
1073,57,46852
1074,35,55296
1075,36,32941
1076,21,23635
1077,47,39292
1078,26,38520
1079,50,40422
1080,56,52714
1081,22,53332
1082,45,34318
1083,30,57074
1084,26,49609
1085,53,20310
1086,33,54268
1087,26,53067
1088,43,24797
1089,32,31930
1090,26,58547
1091,34,45620
1092,21,39598
1093,52,41246
1094,34,21088
1095,36,28154
1096,21,35356
1097,39,55950
1098,39,38890
1099,24,58419
1100,42,36003
1101,36,22395
1102,40,39535
1103,57,22336
1104,20,45657
1105,21,23749
1106,40,39948
1107,50,27148
1108,29,52845
1109,31,44276
1110,49,41684
1111,26,40075
1112,59,56487
1113,33,57592
1114,58,26901
1115,56,37502
1116,27,29869
1117,20,30702
1118,34,23576
1119,54,45292
1120,47,25337
1121,35,51867
1122,49,21280
1123,57,20456
1124,57,57253
1125,44,25520
1126,45,24743
1127,55,37839
1128,37,20129
1129,22,35206
1130,26,59493
1131,23,31240
1132,50,22073
1133,57,32097
1134,25,36235
1135,28,34628
1136,57,57681
1137,48,52847
1138,26,21889
1139,34,38397
1140,20,47914
1141,57,41224
1142,33,53678
1143,47,51256
1144,24,30300
1145,35,30445
1146,52,38702
1147,59,45253
1148,27,45916
1149,30,20106
1150,42,27674
1151,31,33083
1152,30,30517
1153,30,20213
1154,21,49926
1155,25,22590
1156,27,35856
1157,48,58990
1158,24,55164
1159,30,31419
1160,39,59054
1161,35,21215
1162,26,43651
1163,38,49384
1164,33,43050
1165,32,37340
1166,57,26268
1167,36,28422
1168,41,58937
1169,26,33121
1170,23,40768
1171,43,45728
1172,33,47723
1173,46,27672
1174,32,26149
1175,25,48331
1176,31,49705
1177,52,26258
1178,57,23224
1179,39,44070
1180,40,28918
1181,51,50123
1182,42,52130
1183,46,27353
1184,46,53872
1185,48,39656
1186,29,26629
1187,27,22807
1188,43,56143
1189,55,24825
1190,28,47422
1191,27,22045
1192,27,58722
1193,32,21049
1194,38,56098
1195,39,48307
1196,45,37910
1197,51,26059
1198,42,22466
1199,57,24679
1200,42,21872
1201,20,56956
1202,57,27945
1203,53,47703
1204,20,58703
1205,31,23558
1206,32,50842
1207,48,56293
1208,48,43629
1209,28,50248
1210,43,54420
1211,44,27522
1212,20,51677
1213,27,47440
1214,59,23376
1215,57,27877
1216,49,27468
1217,25,57043
1218,40,44863
1219,53,45971
1220,49,22081
1221,57,27889
1222,24,45710
1223,37,54807
1224,49,38750
1225,52,49588
1226,30,38627
1227,33,37640
1228,24,34462
1229,33,42191
1230,42,28190
1231,35,20551
1232,54,32279
1233,44,29344
1234,47,57947
1235,32,27456
1236,29,33015
1237,35,34799
1238,31,44461
1239,53,20134
1240,27,27785
1241,51,53615
1242,57,30370
1243,58,58104
1244,22,53487
1245,55,45114
1246,28,58499
1247,50,28481
1248,46,40230
1249,49,59863
1250,24,48978
1251,25,26065
1252,37,38087
1253,39,51957
1254,43,29131
1255,52,24198
1256,42,58818
1257,38,21807
1258,58,25637
1259,52,59336
1260,33,51618
1261,58,44103
1262,35,46288
1263,50,41030
1264,36,54093
1265,20,45292
1266,33,27191
1267,44,28539
1268,45,55747
1269,49,29558
1270,39,35389
1271,22,39597
1272,40,27100
1273,42,54182
1274,43,26113
1275,50,53610
1276,22,57932
1277,38,32873
1278,20,55131
1279,32,49610
1280,52,25441
1281,24,27283
1282,37,32094
1283,37,26610
1284,40,28096
1285,55,55014
1286,31,30166
1287,56,24397
1288,20,38381
1289,40,32586
1290,58,59657
1291,24,38610
1292,32,39745
1293,30,52308
1294,52,53432
1295,31,25155
1296,36,48628
1297,35,38145
1298,23,32668
1299,41,40041
1300,58,24914
1301,59,29049
1302,39,52139
1303,37,24027
1304,56,50951
1305,47,58766
1306,57,26450
1307,42,48053
1308,52,50518
1309,31,31164
1310,29,46714
1311,43,56291
1312,29,20890
1313,55,32105
1314,45,32068
1315,59,55765
1316,48,25549
1317,34,51939
1318,51,25935
1319,33,39498
1320,57,54592
1321,26,34470
1322,30,25071
1323,29,29447
1324,37,55709
1325,45,58902
1326,21,52789
1327,32,48414
1328,22,55657
1329,40,29758
1330,49,36139
1331,24,21546
1332,54,56837
1333,40,36569
1334,23,57302
1335,41,28943
1336,26,26474
1337,44,27399
1338,52,56948
1339,36,54460
1340,32,25450
1341,28,25172
1342,38,25149
1343,59,26986
1344,25,38196
1345,44,20918
1346,41,27428
1347,58,53979
1348,31,32398
1349,25,46222
1350,39,20245
1351,56,28318
1352,23,38426
1353,34,33763
1354,30,54518
1355,51,29127
1356,48,32339
1357,32,36972
1358,22,55592
1359,47,52665
1360,50,43663
1361,46,58756
1362,48,35588
1363,23,20893
1364,48,27964
1365,33,55541
1366,47,54175
1367,26,34474
1368,29,50212
1369,56,35760
1370,58,40328
1371,47,53021
1372,50,37931
1373,44,20561
1374,24,56007
1375,40,35263
1376,54,28429
1377,57,39645
1378,26,24350
1379,34,50916
1380,52,54563
1381,59,28932
1382,43,36681
1383,35,36456
1384,48,36188
1385,49,59297
1386,59,35391
1387,27,41905
1388,49,29765
1389,21,50103
1390,23,31984
1391,51,21298
1392,24,52740
1393,34,41587
1394,50,49350
1395,24,46500
1396,23,53014
1397,36,36718
1398,48,31718
1399,24,34700
1400,59,52310
1401,27,53930
1402,21,47534
1403,59,35705
1404,34,43575
1405,31,50258
1406,41,42998
1407,43,45892
1408,21,42310
1409,28,50108
1410,38,43473
1411,20,36816
1412,23,33707
1413,32,30504
1414,24,48011
1415,28,55625
1416,43,54758
1417,56,42111
1418,59,45353
1419,59,46311
1420,57,41299
1421,46,47254
1422,25,38062
1423,52,21801
1424,25,37480
1425,37,39082
1426,41,29394
1427,58,28700
1428,53,23092
1429,26,56292
1430,24,27466
1431,59,34260
1432,35,51744
1433,53,43348
1434,43,44997
1435,40,52591
1436,49,59823
1437,45,33912
1438,42,50539
1439,42,58327
1440,39,24958
1441,23,42803
1442,39,25054
1443,30,57469
1444,32,49926
1445,48,43287
1446,44,30970
1447,33,48480
1448,24,35863
1449,53,31454
1450,48,51478
1451,21,26054
1452,22,51997
1453,58,26794
1454,34,28545
1455,58,57344
1456,51,42653
1457,23,22858
1458,28,45512
1459,45,33895
1460,25,29301
1461,20,23030
1462,41,39724
1463,27,46819
1464,53,35169
1465,38,41039
1466,22,32942
1467,30,38304
1468,21,45426
1469,39,20962
1470,20,53573
1471,55,51928
1472,34,26967
1473,57,38948
1474,36,44900
1475,57,52942
1476,55,35349
1477,59,22452
1478,49,55735
1479,44,55183
1480,55,43024
1481,42,38173
1482,25,58531
1483,23,46448
1484,26,44610
1485,57,45907
1486,20,41995
1487,45,51156
1488,48,27904
1489,49,47347
1490,43,34887
1491,57,55013
1492,44,57274
1493,40,41861
1494,49,25132
1495,41,58904
1496,50,41146
1497,22,38395
1498,29,50953
1499,53,51116
1500,24,47201
1501,27,57329
1502,46,52901
1503,32,49384
1504,56,28270
1505,42,32364
1506,21,23108
1507,22,58017
1508,44,35000
1509,25,41309
1510,22,42529
1511,44,40051
1512,40,54129
1513,38,25245
1514,54,40883
1515,59,52549
1516,20,29027
1517,43,35504
1518,22,20713
1519,29,25352
1520,47,36212
1521,42,59908
1522,54,59056
1523,46,36534
1524,44,25315
1525,40,26481
1526,58,50793
1527,27,35604
1528,24,39050
1529,54,32632
1530,48,50677
1531,22,48370
1532,25,39580
1533,43,35845
1534,55,50475
1535,23,21991
1536,40,40101
1537,35,27822
1538,34,49118
1539,36,40855
1540,47,33167
1541,58,37555
1542,42,58329
1543,41,59951
1544,52,39257
1545,57,42046
1546,39,54372
1547,32,25637
1548,44,44511
1549,48,20642
1550,31,39678
1551,51,30778
1552,32,54871
1553,49,21854
1554,21,38946
1555,52,46777
1556,42,46159
1557,59,37465
1558,51,22724
1559,35,22711
1560,48,56882
1561,36,58340
1562,23,28755
1563,23,52947
1564,48,42242
1565,21,28413
1566,25,59254
1567,51,47604
1568,26,30684
1569,58,22984
1570,51,39569
1571,59,48912
1572,57,54201
1573,55,59606
1574,55,33535
1575,52,20065
1576,33,29545
1577,43,36703
1578,20,26390
1579,46,28591
1580,50,51095
1581,48,59017
1582,33,53672
1583,37,42251
1584,43,53066
1585,56,31328
1586,32,55422
1587,35,41103
1588,39,43295
1589,41,36702
1590,20,30749
1591,32,21408
1592,59,56594
1593,34,28066
1594,35,37698
1595,50,26862
1596,53,36084
1597,59,41786
1598,20,20327
1599,44,23152
1600,54,59955
1601,48,28571
1602,56,30590
1603,51,40363
1604,57,25303
1605,22,20069
1606,53,22258
1607,35,45866
1608,33,49664
1609,52,55841
1610,22,24171
1611,30,49604
1612,54,48107
1613,51,57668
1614,20,57096
1615,53,44698
1616,32,35628
1617,22,29803
1618,32,29796
1619,28,26967
1620,42,20083
1621,34,36383
1622,29,29715
1623,42,35888
1624,48,32777
1625,55,40144
1626,26,46051
1627,54,41316
1628,24,51729
1629,36,26139
1630,38,30942
1631,50,22651
1632,45,45193
1633,46,53894
1634,50,53828
1635,52,37256
1636,22,51848
1637,57,40256
1638,58,53523
1639,48,28009
1640,27,26623
1641,29,38756
1642,27,55744
1643,54,22211
1644,56,52794
1645,50,49780
1646,54,23869
1647,57,37512
1648,47,33246
1649,28,23135
1650,51,49843
1651,54,30706
1652,35,36010
1653,31,53501
1654,30,53382
1655,57,57159
1656,39,58872
1657,35,44751
1658,30,22038
1659,27,23061
1660,42,49082
1661,48,30914
1662,40,50746
1663,22,56948
1664,37,48511
1665,51,32490
1666,39,25156
1667,46,22409
1668,42,58349
1669,47,47369
1670,23,31617
1671,49,23423
1672,55,24070
1673,20,28039
1674,37,29112
1675,48,57997
1676,33,33509
1677,52,22264
1678,32,56360
1679,43,22517
1680,41,43584
1681,40,42587
1682,27,39436
1683,56,44416
1684,50,39397
1685,30,29720
1686,32,59352
1687,21,41540
1688,56,33214
1689,38,28159
1690,37,44602
1691,33,26272
1692,57,53199
1693,40,49676
1694,58,53404
1695,46,53564
1696,55,20660
1697,31,47719
1698,33,53342
1699,41,27084
1700,52,45606
1701,48,53406
1702,45,41822
1703,32,36491
1704,37,56564
1705,43,25579
1706,51,33265
1707,42,52098
1708,55,40972
1709,56,28850
1710,35,34281
1711,26,59200
1712,20,32369
1713,35,24064
1714,30,40846
1715,28,25504
1716,55,25603
1717,25,33103
1718,33,33831
1719,38,39944
1720,43,37884
1721,32,42367
1722,25,59824
1723,40,26150
1724,55,30127
1725,58,34140
1726,37,38307
1727,36,38259
1728,20,33993
1729,34,47388
1730,31,23409
1731,54,49713
1732,29,26194
1733,28,50655
1734,42,50695
1735,52,56558
1736,45,51114
1737,49,28655
1738,21,20940
1739,46,35969
1740,52,50574
1741,24,54079
1742,53,50975
1743,31,56394
1744,42,49042
1745,38,38254
1746,22,29850
1747,49,54451
1748,34,22374
1749,54,50755
1750,51,54739
1751,37,38195
1752,56,33874
1753,41,22127
1754,41,31896
1755,56,59911
1756,59,26491
1757,31,48144
1758,48,54960
1759,55,56696
1760,51,29854
1761,20,22122
1762,41,21598
1763,59,56346
1764,51,34386
1765,35,21485
1766,48,59167
1767,53,57288
1768,23,25160
1769,54,35060
1770,59,27816
1771,43,55531
1772,39,28172
1773,35,42818
1774,40,36843
1775,24,23794
1776,42,46018
1777,55,57092
1778,26,45392
1779,40,28889
1780,51,55275
1781,47,56019
1782,29,36542
1783,40,57188
1784,23,45408
1785,50,58161
1786,45,59601
1787,58,49506
1788,45,45267
1789,40,34441
1790,43,21923
1791,38,50540
1792,44,33362
1793,37,32752
1794,23,56901
1795,42,59300
1796,31,36165
1797,46,41064
1798,54,53700
1799,27,26937
1800,20,48045
1801,58,31834
1802,45,55334
1803,33,33055
1804,32,37861
1805,25,33241
1806,43,46508
1807,38,45465
1808,36,23458
1809,56,27619
1810,43,26384
1811,23,57777
1812,27,24053
1813,59,44704
1814,39,51398
1815,57,55035
1816,25,33285
1817,41,46947
1818,45,58172
1819,36,58904
1820,45,50838
1821,20,44966
1822,30,49371
1823,51,44590
1824,55,35462
1825,29,32272
1826,25,42437
1827,50,30386
1828,58,26381
1829,43,47216
1830,20,46615
1831,54,33056
1832,50,33530
1833,21,36800
1834,51,46182
1835,56,45374
1836,23,24186
1837,59,22756
1838,22,38659
1839,58,40479
1840,56,30354
1841,32,31082
1842,47,21433
1843,31,35420
1844,56,35297
1845,58,47754
1846,41,59595
1847,55,59994
1848,44,46433
1849,48,25765
1850,34,53944
1851,40,29576
1852,59,37541
1853,34,33096
1854,49,50809
1855,29,41055
1856,20,22106
1857,21,35047
1858,40,40575
1859,43,34082
1860,42,47879
1861,36,23076
1862,42,20023
1863,23,20125
1864,35,28623
1865,31,36423
1866,21,39879
1867,56,22056
1868,36,21611
1869,47,50116
1870,57,35856
1871,42,38243
1872,54,40178
1873,31,25914
1874,31,54763
